user_id,rank,track_name,artist_name,playcount,mbid
1,48,I Float Alone,Julee Cruise,24,3420cc7b-83d5-4770-8aa4-024e766b431d
1,49,Black Cat,Ladytron,24,d4164752-f2f6-427f-bb35-6d6cb522ee8c
1,50,She,Misfits,24,09361875-a25c-3a17-8f7d-371d062ecc25
2,1,New Noise,Refused,66,f9d5baa4-ae90-487b-acaf-3dcc8afb52ec
2,2,Existentialism On Prom Night,Straylight Run,65,0e7e4ac4-a086-3fee-9586-00893de11024
2,3,Steps and Numbers,The Appleseed Cast,63,ba964986-7270-47b9-8613-743316ea3d02
2,4,Shook Ones Part II,Mobb Deep,61,084ca548-0ac5-4fbb-8a0f-486e98f3918a
2,5,Spin,Taking Back Sunday,61,194ec76b-2808-3c63-b943-32b04f78793c
2,6,Magic Sticks in December,Best Interest,60,5af99967-d5e4-44e1-8156-d8a0ccb10ef1
2,7,untitled two,Gregor Samsa,59,
2,8,*Fin,Anberlin,57,68c33ba6-d933-4614-b85d-6614def1908f
2,9,45's,Hot Rod Circuit,57,349fb910-99e1-31f8-ba63-00a0718f7475
2,10,Godspeed,Anberlin,54,cc7e746e-d58f-4669-a5e9-3e220e111802
2,11,Red Flag,Billy Talent,53,
2,12,The Declaration,Athletic Mic League,52,5007936f-11bf-3924-9ad0-d623a415ee75
2,13,Devil In Midnight Mass,Billy Talent,51,
2,14,Medicating,Boys Night Out,51,021c3855-16b9-45b5-90c8-4dba082091ec
2,15,Covered in Cowardice,Billy Talent,50,6b79e9c1-519c-3d44-9923-d7e042aacad8
2,16,The Adventure,Angels & Airwaves,47,1af9cd94-d0d4-44d1-aab0-be1dd291a7ff
2,17,Bicycles For Afghanistan,Crime In Stereo,46,4807f510-8789-3615-8d49-75620c3b4b80
2,18,I Cannot Answer You Tonight,Crime In Stereo,44,69252324-66e8-38df-ada6-0bfc6958930f
2,19,Make Damn Sure,Taking Back Sunday,44,
2,20,A Simple Line,Rufio,43,2f77bf8f-8630-350e-b57f-0d372d7d5bd3
2,21,Jesus,Brand New,42,552a59f5-5291-4c8c-b263-ffb5a5d415fb
2,22,Dark Island City,Crime In Stereo,42,6746987f-d926-318c-b5e0-03f45b282b98
2,23,Turcoat Revolution,Hot Cross,39,834fc61b-bb58-3ad3-aca6-a58c9aa236fd
2,24,Haunting,Anberlin,38,398fd68d-fd5b-3a7a-89c4-e457e952a622
2,25,Atari,Lucky Boys Confusion,37,1be663c9-04a1-3ff0-888b-c01007da55e1
2,26,So Hot You're Hurting My Feelings,Caroline Polachek,36,3668ca74-8ff1-4ee5-aa5b-0393345aa466
2,27,I Am Everything I Am Not,Crime In Stereo,36,236a45a1-7143-3d63-9843-07d64d3bb346
2,28,"I, Stateside",Crime In Stereo,36,2dabf241-6f6c-390a-bf21-a52ef6685e71
2,29,Skells,Crime In Stereo,36,db024f58-edbd-4274-b7b2-9c739dce679d
2,30,Broken,Lucky Boys Confusion,36,1f1a8989-6cba-33e4-8bf8-a899b988e1ea
2,31,Me And Wittgenstein Down The Street By The Schoolyard,The Death of Anna Karina,34,04db65a9-e8b5-3261-b714-4fe0bcd034b6
2,32,Hypernormalisation,Crime In Stereo,33,7203f474-5e99-46a2-88d0-7368cbf780aa
2,33,Small Skeletal,Crime In Stereo,33,a53e899e-0d2f-36cc-ad01-30383795c77d
2,34,Planning a Prison Break,The Receiving End of Sirens,33,6beb3aef-468a-4c5a-ad4b-18fc8c805edf
2,35,Death Said,The Summer Obsession,33,
2,36,Disappear,The Summer Obsession,32,07b89bc6-1786-399a-9ad8-750571ca2040
2,37,I'm a Fake,The Used,32,00e12a5c-9ef2-3774-9e2e-dac61cefa3d0
2,38,We Are The Sound,Alexisonfire,31,3e431d61-94dc-3038-90a6-44bada0ec293
2,39,Adelaide,Anberlin,31,18bb1eb7-2e42-4f94-91c9-c4e871f8057f
2,40,Soweto (feat. Goapele),Hieroglyphics,31,
2,41,Out Of Control,Rufio,31,1cb151cd-24c0-3ac2-b70a-eb236fa9306b
2,42,Earth To Mike,Spiritual Cramp,31,86d4f22c-a899-4ab6-80ab-ebd1545a8048
2,43,Move Along,The All-American Rejects,31,
2,44,Shoot From The Hip,A Change of Pace,30,38c12ca8-1ca9-4d93-936c-28968ec0fed7
2,45,This Could Be Anywhere In The World,Alexisonfire,30,15ce37b8-3e2a-4f7e-bbbb-d5aead5c865b
2,46,Alexithymia,Anberlin,30,c27ac99d-08b5-3e4d-869f-f5326bd46fb8
2,47,Not Dead,Crime In Stereo,30,1dcab53a-033c-3afa-996f-a82ab233fb06
2,48,End of Nothing,Funeral For A Friend,30,908ccb41-4160-3718-b5ab-e6237ec3583c
2,49,Self Conscious Significance,Normal Like You,30,
2,50,Screen me out,A bridge to Many,29,81abd9c0-018d-34be-9b87-cd49f45d73bc
3,1,Blin Blin,Bad Gyal,135,
3,2,Places,The Blaze,113,05562119-543b-4381-93ab-3e40635bb0a0
3,3,Tra - Prod. Dubbel Dutch,Bad Gyal,109,
3,4,Schleswig-holstein,La Prohibida,108,824169a4-203f-49f0-b583-65570ffc70dc
3,5,Medellín (with Maluma),Madonna,103,2a4dfaa0-8784-4922-859a-e71e7e9e7543
3,6,Nacidos Para Creer,Amaia Montero,96,1e34adde-f8ae-4ba3-8885-d2d9a539f91c
3,7,Arc-en-ciel,Polo & Pan,96,461d42ad-d57f-45c9-8777-dff83974e86e
3,8,If I Ever Feel Better,Phoenix,95,0a2feb94-50fb-3e8b-85a3-63afe0b48dd1
3,9,You Must Be Out Of Your Mind,The Magnetic Fields,91,e56ccdb0-955e-4a74-b41f-8ae0c399d82e
3,10,party 4 u,Charli xcx,90,d0fab238-b6dc-4e50-a66a-4b70c6c24bd4
3,11,White Sky,Vampire Weekend,90,61814ae1-f426-4661-b9fa-e439b38eecf2
3,12,Voluntad de resistir,Fangoria,89,13664e2a-d2a0-4b2c-86e6-abd76c59e918
3,13,Manual de decoración para personas abandonadas,Fangoria,87,2329e4fb-b51b-4a2d-9920-6eac6ed5314a
3,14,What's On Your Mind?,Lo-Fi-Fnk,87,5f07b33a-df13-3128-9b2f-cd316bb0a213
3,15,Crave (with Swae Lee),Madonna,85,46ee5a81-16a4-4a5c-854b-7612d9d5855c
3,16,Men in This Town,Shakira,85,035043ca-eeee-3efe-ba9d-8bae672de8c0
3,17,Desmurs,Eddy De Pretto,84,3eb86290-6ac1-4cc6-bdf0-ae61e52d55e5
3,18,Girl Gone Wild,Madonna,83,e233cc6a-bd8f-4c07-96c4-f80bccd81c70
3,19,Ready For The Floor (Album Version),Hot Chip,81,6b84a771-f38c-3957-9e0f-b69f6ed1b641
3,20,Aute Cuture,ROSALÍA,81,
3,21,California Girls,The Magnetic Fields,81,176546ed-aef0-32d7-b609-b1987acf15d2
3,22,I Thought You Were My Boyfriend,The Magnetic Fields,81,64f2da5f-3281-37de-ab8e-1092dfcc4311
3,23,Que Veux-Tu,Yelle,80,16c19c41-a4da-3347-98f3-0238999834a5
3,24,Lemon,Bachar Mar-Khalifé,79,01aeeacc-be96-471b-9427-43ea16c627de
3,25,Manga Por Hombro,Carlos Berlanga,79,6687358d-77c5-3d5c-9403-f2571e4af058
3,26,Lust For Life,Girls,79,0a894465-66b5-45a1-822b-d9d65d77cb80
3,27,Sin tu amor,La Prohibida,79,d5fc69c1-400d-3d39-947c-1e72c758a8cf
3,28,Perra,Rigoberta Bandini,79,d6b6a82a-67de-403d-b1e8-4876897cb579
3,29,Aroma,Sen Senra,79,
3,30,Balance ton quoi,Angèle,78,bc543f2f-ad72-4223-82fe-8668e4ef02f3
3,31,Heart Skipped a Beat,The xx,78,00a5e1cc-9d94-37fb-89f0-69ad328172ee
3,32,No Sabes Mentir,Cupido,77,01cdbfb8-78b2-46af-983f-cd38a0ae883c
3,33,Sucumbir,La Casa Azul,77,f0ca6043-6a3e-313b-9e08-f91a1bf06b9a
3,34,Pipe dream,Guitarricadelafuente,75,
3,35,One Way Interrail,La Prohibida,75,bbbb9589-a77d-46b8-ad6f-c97116a1baf2
3,36,Cœur d'artichaut,Polo & Pan,74,f96bcbf3-d8bb-4128-a643-b876f97d2913
3,37,I Don't Really Love You Anymore,The Magnetic Fields,74,176d661e-3c0e-37c9-9e4b-5adc0d8f2b68
3,38,chanson triste,Yoa,74,00aad660-848d-4fed-af88-991ae45d289e
3,39,Filme moi,Alice et Moi,73,036315c3-9e37-4109-9d5b-4d8b69f018b0
3,40,All of the Lights,Kanye West,73,33658f3a-90a3-40df-a12a-ad20166f0023
3,41,Candela - Prod. Dubbel Dutch,Bad Gyal,72,
3,42,KLK,Arca,71,532e9121-e6a6-4e61-a63b-c5fa9f59cde2
3,43,"Tú, lo que tienes que hacer",Chico y Chica,71,ce2de845-a8e7-3e45-b357-8d8451057564
3,44,El día a día de mi psicopatía,Fangoria,71,124f9dac-1213-40c0-ab10-7a96c0816eee
3,45,No busques compañía,La Prohibida,71,
3,46,Long Distance Call,Phoenix,71,0344ab0f-53fc-3d26-bc00-c8ff2a539069
3,47,Maria,Blondie,70,89a0284a-ee86-45ae-98f1-ce2ca724c39f
3,48,Lo dejas o lo tomas,Ellos,70,36ab8bc9-4dc7-3bbc-a078-0533d899bd64
3,49,Nieve,Aron,69,
3,50,Perdona (Ahora Sí Que Sí),Carolina Durante,69,
4,1,Take A Bow (Radio Edit),Rihanna,803,
4,2,Hero,Sterling Knight,409,
4,3,Step Up,Darin,385,02c81fd9-8b92-4297-82e3-abc3e52925b9
4,4,Circus,Britney Spears,379,2b9241b3-a7c4-4866-a15d-17344cf44541
4,5,Diamonds,Rihanna,375,
4,6,LoveGame,Lady Gaga,366,
4,7,Want Ya!,Darin,330,d7a41ed0-9fcd-4c42-9481-3dfd63e7dd6f
4,8,Burnin' Up,Jonas Brothers,319,a728524a-58c6-446b-a4a5-580246776070
4,9,Bad Romance,Lady Gaga,313,bc9e2485-092d-4071-a530-62c298aa8334
4,10,Sorry,Jonas Brothers,304,28d3d9a2-2ff2-30dc-b8c1-0e82f0acecf4
4,11,I Kissed a Girl,Katy Perry,297,
4,12,Heartless (American Idol Studio Version),Kris Allen,297,
4,13,Walk The Distance,Darin,284,8f484a1f-8d8c-489c-bf9f-10000843228e
4,14,Money for Nothing,Darin,266,089ef8fb-3ca8-4fbd-b969-a26c226295f1
4,15,Heart Attack,Demi Lovato,264,d281ef4e-fbb4-4ffe-805f-2d4603aa825a
4,16,If U Seek Amy,Britney Spears,257,0b2dcb93-1dbb-3b7f-badc-7059010f7e82
4,17,Wouldn't Change a Thing,Demi Lovato & Joe Jonas,240,100f6802-0a0e-4d78-a413-c63e105864dd
4,18,Womanizer,Britney Spears,232,
4,19,Poker Face,Lady Gaga,230,afb4b5a2-f448-462e-a4d1-ddfee0e3a900
4,20,שיר אהבה למוזה,דנידין,223,
4,21,Right Here (Departed),Brandy,222,b749ef51-685e-3e14-84c5-14254fc1a4f1
4,22,Alejandro,Lady Gaga,215,05e4819e-1fab-37c4-873d-46dd6e32e473
4,23,I Write Sins Not Tragedies,Panic! at the Disco,214,7fda0569-cc7c-43dc-8f22-03cbd1b17bf1
4,24,B What U Wanna B,Darin,209,38284009-02d8-4b5e-9ce9-9fbcd8bb4702
4,25,Det gצr ont,Darin,208,
4,26,Laura,Darin,207,61d43112-8ec4-4089-a374-c009ae9c07d1
4,27,Do It Like a Dude,Jessie J,206,
4,28,It's Alright It's OK,Ashley Tisdale,200,ddc8166c-9575-41d6-b880-b8aa4624354b
4,29,Half of Me,Rihanna,194,0d2bbfdc-4cc6-4d01-acb1-85ff9ac9ab88
4,30,E.T,Katy Perry,193,08f9b27f-90df-4771-8fe7-b1b433800be7
4,31,If I Never See Your Face Again,Maroon 5 Ft. Rihanna,189,06ba4d33-42a0-30dd-a8b4-30b382c37745
4,32,Tattoo,Jordin Sparks,184,b8c900cc-9093-4a03-9961-debf4f2e265e
4,33,Why Does It Rain,Darin,183,7e6568c9-9f55-4308-8922-8b04920d948c
4,34,Cry (Bonus Track),Rihanna,183,2651f72c-ef28-4859-8691-109f283f4606
4,35,If I Can't Have You,Adam Lambert,180,3faaf6cd-66a0-479d-b6bf-01ebade12b3f
4,36,Now You're Gone (Radio Edit),Basshunter,180,1213bd5e-5433-3f89-bf82-4a2125ef406f
4,37,I Can See You Girl,Darin,179,eefb1a4a-af12-3bab-81c0-8dfdc53d9633
4,38,Hurt,Christina Aguilera,175,
4,39,Lucky (feat. Colbie Caillat),Jason Mraz,170,
4,40,Too Little Too Late,JoJo,165,4651c82d-331a-4ceb-8b02-7fb875d66f0e
4,41,Who's That Girl,Darin,163,3094da60-609f-45d6-9ba4-a99873779d12
4,42,Paparazzi,Lady Gaga,161,
4,43,נשימה,חן אהרוני ואסתי גינזבורג,151,
4,44,Hot 'N Cold,Katy Perry,150,
4,45,Mirage (feat. Nas),Chris Brown,149,
4,46,What Is Love,Darin,146,0170a0cb-1999-4918-a6f5-964e5ff00805
4,47,Sexy Back,Justin Timberlake,146,4aec88df-78a5-44b5-818c-5bfb06ab8f79
4,48,7 Things,Miley Cyrus,146,0e0ff009-d256-4339-87fb-f54a66ee841a
4,49,One True Flame,Darin,145,de695d98-733e-4aca-ace2-e4409b26356f
4,50,Pour It Up,Rihanna,145,0a75401c-707c-4415-83b0-1e5a887ac290
5,1,Go Long,Joanna Newsom,271,1b30e657-8581-33e9-8a77-8f4708099efa
5,2,Skinny Love,Bon Iver,260,3f77de2e-d506-3c5c-bf9d-5b019313b9a6
5,3,Emily,Joanna Newsom,236,18bbbc7b-00da-334b-8bcb-c237ec29edd9
5,4,Kid A,Radiohead,217,642ae00a-b9b0-4c04-b4f7-d194552e5907
5,5,Lump Sum,Bon Iver,213,0bded0de-e1f2-4006-b453-dd6c2f34da71
5,6,Only Skin,Joanna Newsom,211,4e692151-c9fa-4a1f-8a94-e92365a0f3b0
5,7,Sawdust & Diamonds,Joanna Newsom,211,2ec5a33a-77a9-497f-819a-cdd77f14e3df
5,8,Sleeping Lessons,The Shins,194,06d31962-412d-412e-b458-d087135e84a9
5,9,2080,Yeasayer,194,1a3d83ff-400e-4a70-ba9b-069218908346
5,10,This Time Tomorrow,The Kinks,181,03131e9c-2d38-38f4-a85c-710432ea50b7
5,11,My Girls,Animal Collective,179,99486538-cec6-43de-b62a-e91f7f3e2bec
5,12,Flume,Bon Iver,179,09307574-b65c-4562-b20b-53f6ba22708b
5,13,These Days,Nico,177,0d3a54fd-ae58-3706-93ca-1e47048bd30e
5,14,Monkey & Bear,Joanna Newsom,163,427815b4-460c-3ddf-88e6-c999c5afe2e3
5,15,Helicopter,M. Ward,162,087e4a67-90ab-3287-ba73-7f20aab19b7b
5,16,Paris,Friendly Fires,157,7af17da0-2f58-4389-8a43-090fd196d1cc
5,17,The Next Time Around,Little Joy,156,a8a8ef9c-68a4-3bf2-af05-016397d7ee10
5,18,You Don't Know Her Name,Maps,151,7b0c0bed-1630-445b-9999-89acc1890a55
5,19,Viðrar vel til loftárása,Sigur Rós,151,01b0efc0-3544-3945-9244-0c343935bd60
5,20,Between the Bars,Elliott Smith,147,19e5d62d-f67b-4c21-84f5-1fc4d2350836
5,21,Woods,Bon Iver,146,fe7c7b7e-11ef-3cab-9041-3b198e0109da
5,22,Jacksonville,Sufjan Stevens,146,78318844-ec16-4db5-9089-254996219060
5,23,Debaser,Pixies,145,
5,24,Neighborhood #1 (Tunnels),Arcade Fire,140,5bfa948e-31ad-43f6-9010-c43cbe323503
5,25,Osaka Loop Line,Discovery,138,257a8bcd-a7f9-3600-abca-032c18113a79
5,26,Time to Pretend,MGMT,135,24436eea-e79f-4592-b7f8-3e9bfe01f483
5,27,The Love Quadrant,Space Dimension Controller,132,0708208e-bbc6-332e-8666-f7a8134ccd11
5,28,She's A Rainbow,The Rolling Stones,130,d363f013-a0ab-4980-beef-1e5f37dcc787
5,29,Mansard Roof,Vampire Weekend,130,072b260c-5f07-3167-8371-fbce57d3b0d0
5,30,Chicago,Sufjan Stevens,128,a5572883-498b-4875-81e0-95ce49a90a43
5,31,re: stacks,Bon Iver,127,1aa495c3-21b7-329b-ba6e-a0c29cab46eb
5,32,White Winter Hymnal,Fleet Foxes,127,0d0d5a3b-7926-318f-aecb-5d7ce633bfa5
5,33,Cape Cod Kwassa Kwassa,Vampire Weekend,126,84803d1d-20be-3b07-946d-c5c46940ad4f
5,34,Dull Life,Yeah Yeah Yeahs,125,98610676-2853-4f1e-bab9-ab34163d2fb7
5,35,Triangle Walks,Fever Ray,124,07a2cffc-13e9-4e3a-9c86-208270f7c8ec
5,36,(I Can't Get No) Satisfaction,The Rolling Stones,122,
5,37,Monkey Gone to Heaven,Pixies,118,7eaeaed5-ede4-479f-a634-2563d59ebbee
5,38,Bridges and Balloons,Joanna Newsom,117,d1dd3f5f-79c1-4fef-aa95-24df84091017
5,39,Walking on a Dream,Empire of the Sun,116,
5,40,Sleepyhead,Passion Pit,116,09461e3a-8727-4efa-aef1-a21205c407de
5,41,Let's Dance,M. Ward,115,0e6a74d5-6a13-3509-a567-e323ca7b4382
5,42,Sunday Morning,The Velvet Underground,114,
5,43,Acolyte,Delphic,110,0b1ad094-b291-36aa-a58c-d30253cc985b
5,44,Here Comes the Sun,The Beatles,110,49ff2860-ccfd-4aac-96dc-51b2045008f8
5,45,Heads Will Roll,Yeah Yeah Yeahs,110,5c70fbf0-42d4-4ba5-a732-a0b960225f82
5,46,Ruby Tuesday,The Rolling Stones,109,
5,47,I'm New Here,Gil Scott-Heron and Jamie xx,106,17367c2e-48b4-3163-bf00-d0a362200960
5,48,Stephanie Says,The Velvet Underground,106,1076cfcc-0712-30b3-9fe6-a584188d5f8a
5,49,'81,Joanna Newsom,105,d289219e-1c94-4f6a-9536-64a96bbf934e
5,50,"Harder, Better, Faster, Stronger",Daft Punk,104,f1a6a40f-78f5-4918-968d-f64363bae94c
6,1,The Girl With the Flaxen Hair,Claude Debussy,97,
6,2,Maps,Maroon 5,96,
6,3,Mali Betmeni,Bitipatibi,95,14a35c30-f9ab-438d-8a53-f20a01dbf8d3
6,4,Pass This On,The Knife,91,15afb56e-cf6b-383a-a7ee-04eec106be67
6,5,Blue,Marina & the Diamonds,87,130b9843-e782-463c-a6ab-757d50855fd3
6,6,Imagination,Gorgon City,86,
6,7,Olhos Coloridos,Sandra De Sá,85,
6,8,Solitaire,Marina & the Diamonds,81,7a1a83ca-ec98-4305-a4b4-d4c29eb8c423
6,9,Pour It Up,Rihanna,81,0a75401c-707c-4415-83b0-1e5a887ac290
6,10,Sugar (feat. Francesco Yates),Robin Schulz,80,182b41df-92c8-463d-9357-38508a3d1451
6,11,Kiss It Better,Rihanna,79,075c6f13-4f0a-4342-b11b-3ca93ed57fb9
6,12,Porcelain,Tonedeff,76,1b0655d1-b30c-3396-a335-8b2349c0e43f
6,13,Doin It,LL Cool J,70,f0f78cb6-dc39-4192-a930-2252cb01e908
6,14,1000 Razloga,Josipa Lisac,65,41c25ed1-7ae7-45c2-a9d9-80d6fb746872
6,15,De l'Alouette,RJD2,64,4c9375c6-c233-3a2b-aac7-3b1ad4ad6806
6,16,Where Have You Been,Rihanna,63,
6,17,Kep on loving you,Cigarettes After Sex,62,
6,18,Don't Let Me Be Misunderstood,Nina Simone,62,b462ee26-f95f-4d19-a0d7-c12e370439f9
6,19,Bring Me Home,Oliver Koletzki,62,2e870e20-8daf-40dd-ab01-b2f99ad07421
6,20,Possibilities (feat. STS9),Mr. Lif,59,
6,21,Breezeblocks (Hashtag Remix),alt-J,57,
6,22,King,Years & Years,53,
6,23,Pomagajte drugovi,Oliver Mandić,52,3b892183-68c2-4e11-aab1-b69daf1eac9b
6,24,Saudade,Thievery Corporation,52,68da5bed-9e02-4fc6-bcea-ade5f49ac919
6,25,Needed Me,Rihanna,51,08311fcd-e21a-4576-8128-fe32ca4dc459
6,26,nothing gonna hurt you baby,Cigarettes After Sex,49,
6,27,Say My Name (Cyril Hahn remix),Destiny's Child,49,ea3dbf63-11de-4fcd-96ee-4b76f7637b2f
6,28,NAMAZAN U KOCKI,Kiša Metaka,49,
6,29,Playground Love,Air,48,003ec74c-0b8e-3063-9e0c-da1ecce14892
6,30,Stay (Maurius Hairsturz Edit),Rihanna,48,
6,31,If Your Girl Only Knew (Finnebassen Remix),Aaliyah,47,
6,32,Lonely,Bebel Gilberto,47,563e3ecb-34e2-44a8-8d1c-9e0c0c455620
6,33,Sittin' On The Dock Of The Bay,Otis Redding,47,b371c3d3-d8f6-41fb-a2e1-ed208ea183a7
6,34,1976,RJD2,46,2d47381d-2293-4af8-8834-77042f704865
6,35,Oluja,Josipa Lisac,45,
6,36,Tongues (ft. Kopps) (RAC Mix),Joywave,45,
6,37,Sur la planche,La Femme,45,73ed870c-0f6a-301e-8db3-cbb4f20483d3
6,38,Whispering Wind,Moby,45,8167075a-fe55-3d9b-b59d-68568839f190
6,39,Hide From You (Ft. Jessica Sophie),Tâches,45,
6,40,Burning Desire,Lana Del Rey,44,c93aadcd-82ff-3423-bd41-ec6837ed3ed4
6,41,Aganju,Bebel Gilberto,43,32703d7b-27bd-46d9-b86c-1db1e65a6923
6,42,Drunk WIthout Drinking,Buck 65,43,82415234-21fe-32b2-89c0-4395025e7ab6
6,43,Gotta Have U (Original Mix),Touch and Go,43,
6,44,Siđi do reke,U Škripcu,43,0be84b15-1a73-4e45-a2b3-b3ec6003be60
6,45,Od Zlata Jabuka,YU Grupa,43,af41402b-6c05-408a-ae4f-9aaee872ca69
6,46,Wake Up Alone,Amy Winehouse,42,163bf6e2-d7c6-330f-9944-b6f1aa32851a
6,47,I Want To Know What Love Is (Dinka X-Mas Bootleg Remix),Foreigner,42,
6,48,Nije za nju,Oliver Mandić,42,a7e97641-fb55-3936-88e2-94dee7f4e3d7
6,49,Toma Zdravkovic - Dva smo sveta razlicita,Toma Zdravkovic,42,
6,50,Song to Say Goodbye,Placebo,41,5fed91ab-cbc4-3d06-8d1e-5f89d3fde949
7,1,Soothing Rainstorm,Selectrodynamic,4994,
7,2,Breathe Out,Michael Pole,260,
7,3,Sonic Thunder,IsamU,233,
7,4,Let It Happen,Tame Impala,194,2b7f81e7-63e0-4afd-a270-89f003e47e67
7,5,Yes I'm Changing,Tame Impala,191,30f5ee02-d33c-4141-b076-e530d6974661
7,6,Watch The Storm,Distantic,187,
7,7,The Less I Know the Better,Tame Impala,175,78be434c-0908-458f-9693-f16cdebb68ef
7,8,Leave This Island,Maximo Park,162,2d8cc98f-fb5a-4915-8e86-043007c4bde3
7,9,Montreal,Roosevelt,153,07fddc71-ccff-403b-ae5f-b134ee078b35
7,10,Red Eyes,The War on Drugs,153,91a04f0f-bb53-4544-9322-21d516c974b0
7,11,Little Dark Age,MGMT,152,0796d51b-8e93-4ee6-be37-abb9d9101615
7,12,Boys Don't Cry,The Cure,136,
7,13,Rise and Fall,Night Drive,129,a7563e9e-cd8b-4a75-801e-d29a5bbd831e
7,14,Heart,Roosevelt,120,2c9bae61-8ff9-4eb7-a204-b11ffaceb8f3
7,15,Colours,Roosevelt,119,c481cf43-777c-43d4-80d4-1618bf4cab8a
7,16,Belong,Roosevelt,116,19bc760b-5815-486b-8b85-4fc803e370f2
7,17,Plantlife,Cold Showers,112,2595a31f-029f-4cad-afd7-8cac12677f17
7,18,Time to Pretend,MGMT,112,24436eea-e79f-4592-b7f8-3e9bfe01f483
7,19,Ocean Drive,Duke Dumont,108,
7,20,Do You Wanna Dance?,Coyle Girelli,105,
7,21,Bulletproof,La Roux,105,
7,22,My Billie Jean,Work Drugs,105,5229ac81-6587-4aec-8913-caa44d041c2d
7,23,You Cannot Call For Love Like A Dog,Holy Holy,104,a1630862-02ea-4e6f-aa67-07d71c2ba3f9
