user_id,rank,album_name,artist_name,playcount,mbid
2,12,The Highwomen,The Highwomen,182,087cc7a9-8ce9-4a84-9648-3389ec48e8d4
2,13,The Last Thing You Forget,Title Fight,182,3070654a-4052-4a77-b0a1-81ee4b0d1e82
2,14,"For Emma, Forever Ago",Bon Iver,179,0270cde6-6b5b-31fa-b04b-d8b68ff612d4
2,15,Comadre,Comadre,177,09363409-da69-4133-b2b7-25f5c0edb284
2,16,Risk Revival,Hot Cross,175,a219c008-8194-401e-bdf2-1d775b90f9bc
2,17,Iron Front,Strike Anywhere,170,09187b26-6728-4466-a183-55e4ac29c957
2,18,Stranger in the Alps,Phoebe Bridgers,168,2b4862c2-bac0-4320-b65d-1daae210425a
2,19,This Will Be The Death of Us,Set Your Goals,168,07991297-871d-39f3-b88c-83e978917131
2,20,the record,boygenius,167,b949ab39-bf54-4a99-aab0-dacc7d3e349a
2,21,Rumours,Fleetwood Mac,166,02ac7ce7-4f21-4010-8210-e682085c58ab
2,22,Is Dead,Crime In Stereo,164,660170d9-2314-4be7-9c09-6e84e66cddb4
2,23,prisons imaginaires,Syndrome 81,163,9804f420-f580-4b71-96a0-b847f3c113ee
2,24,Selective Wreckage,Crime In Stereo,162,8b767d87-0073-407a-8c2f-b21bcccbb251
2,25,Currents,Tame Impala,162,031ecbde-35e1-4d3a-917f-f89f31aca1c9
2,26,Punisher,Phoebe Bridgers,161,02ebd58b-2e50-4f02-9191-795d7fdc6295
2,27,Explosives And The Will To Use Them,Crime In Stereo,158,c5c6e5b4-82b2-4954-979d-0a9fe05fb843
2,28,Saved,"Now, Now",158,1e083c71-1e90-4d2d-81e2-8676b4c38096
2,29,"22, a Million",Bon Iver,157,0e150c77-c420-4482-98a3-1efadc7f96f3
2,30,Joyce Manor,Joyce Manor,157,14652476-4bb0-4ed4-bdf1-79b8d31bcf6a
2,31,The '59 Sound,The Gaslight Anthem,156,46722597-8c03-4a39-96ff-5953be89bac8
2,32,"i,i",Bon Iver,153,2c7f0034-4890-4a07-90cf-a92473f6c95d
2,33,Little Green House,Anxious,152,2effb418-8055-455b-b77f-9261abcffaf2
2,34,"SABLE, fABLE",Bon Iver,146,b2364016-e92e-47cd-84af-232e3ebb4f47
2,35,Paramore,Paramore,146,0b2345b3-1984-4e96-b60f-427827b9716a
2,36,Ctrl,SZA,146,20bfc869-e36d-481f-ac9b-37f586001b9d
2,37,"Desire, I Want to Turn Into You",Caroline Polachek,145,05880dab-780b-40e9-85ed-16606b79b7f5
2,38,Jump Rope Gazers,The Beths,145,6f858ace-36fc-41b7-b95a-18d196583847
2,39,Comfort To Me,Amyl and the Sniffers,144,1870ab11-7654-41c4-88b2-a792760797b5
2,40,Enemy of the World,Four Year Strong,143,b4333310-ad10-4036-aacc-7f66c177d840
2,41,Nightmare of You,Nightmare Of You,143,ca84182b-c2f1-462f-8945-2807299c0cad
2,42,Science Fiction,Brand New,142,24938b92-95db-4024-9f3c-2d41f99ac28f
2,43,Assume Form,James Blake,142,3d9fab7e-c1b6-472f-bf74-45da76b0b871
2,44,Super Enthusiast,macseal,142,76d33751-a5f4-44da-a1be-fceaa17516b1
2,45,Under Color of Official Right,Protomartyr,142,28ea5a8e-a4a3-42bc-abb6-fa0afe7d7fa5
2,46,Tigers Jaw,Tigers Jaw,141,069b337c-33c6-4823-9935-70dacd3a6eea
2,47,Songs to Scream at the Sun,Have Heart,140,278bf0c5-7954-43ec-a0a3-1a15a0b05f61
2,48,RIOT!,Paramore,140,04fb7d1f-7011-4253-8de6-a776fa6f80aa
2,49,Promises Kept,Champion,138,04c35470-b7b9-42a0-97b8-a112bb868b2d
2,50,Light Upon the Lake,Whitney,138,3fffb18a-1237-4d77-a5e6-3f3fc602b96b
3,1,69 Love Songs,The Magnetic Fields,1458,06b4c4ec-1704-3454-9fa7-9daccbe3cf4e
3,2,Caravelle (Deluxe),Polo & Pan,794,ae237073-f0b8-4f96-b408-89251d65f942
3,3,"Sr. Kubrick, ¿qué haría usted?",La Prohibida,517,79763aac-f69f-4e55-a8c7-c92008b3d6f9
3,4,Made in the Dark,Hot Chip,494,34354317-22f3-3a4f-a7ba-5bd3f3018a44
3,5,i,The Magnetic Fields,491,256bbffa-7d0a-3665-8e5d-3eebc20568c4
3,6,Distortion,The Magnetic Fields,471,ac31ff65-b758-403f-84fe-2ccd915a9906
3,7,50 Song Memoir,The Magnetic Fields,465,1896d38f-0dc0-4325-9dda-563e9bfb58eb
3,8,La Polinesia Meridional,La Casa Azul,464,04bde0b8-7dc9-43fd-9359-a36e5d3454c0
3,9,MDNA,Madonna,459,0eeeefad-275a-4eba-91f0-852952b2b855
3,10,Back to Black,Amy Winehouse,457,0164ea1e-5587-4396-ac9d-8611f608b2da
3,11,Madame X (Deluxe),Madonna,447,a5d7f6c3-a191-4509-b717-3c2da863f948
3,12,Holiday,The Magnetic Fields,446,5ba9ae5c-96fd-36ee-a2f7-cee595043e2c
3,13,how i'm feeling now,Charli xcx,439,0690e824-9bbd-4b09-bf5d-673394ca5afe
3,14,Worldwide Angel,Bad Gyal,420,
3,15,El Madrileño,C. Tangana,417,6eb391eb-0dea-44bc-aba2-61cc34c04fcf
3,16,Elephant,The White Stripes,405,19049fc3-36ed-43c1-a3e3-7e98d9966364
3,17,The Age of the Understatement,The Last Shadow Puppets,397,08c6d4d7-3b81-4c22-83c3-4b3d14698bbb
3,18,Spanish Leather,Guitarricadelafuente,396,227d3c8a-4741-427f-9a53-7e9e9031e821
3,19,Miscelánea de canciones para robótica avanzada,Fangoria,378,9ff7305c-737c-48b8-92b5-14420ad27524
3,20,Yes,Pet Shop Boys,378,16a4d28c-f9e6-3fa1-aa4c-c9c253c007fd
3,21,PO2054AZ (Vol.I),Sen Senra,371,
3,22,Ti Amo,Phoenix,370,0a63082a-32ea-4d07-b619-79a8b89d9236
3,23,channel ORANGE,Frank Ocean,369,1e5803df-8923-4bed-9297-e707ffc8de92
3,24,Un Soplo En El Corazón,Family,365,2ae43d31-8448-3c70-833f-924e01b81a7d
3,25,Warm Up,Bad Gyal,358,9068dd8a-55e1-4885-b214-3dc3dbf00509
3,26,Deep Cuts,The Knife,349,06a313ba-a888-31f6-8092-f49398667ef8
3,27,MOTOMAMI,ROSALÍA,346,5e437206-54c0-4313-9084-5da728933d2a
3,28,100k Años de Luz,La Prohibida,344,2d6581f1-ec83-4894-ab2b-9442081953d1
3,29,The Warning,Hot Chip,343,48d1184f-634c-46e7-8efe-86f1e2487c7b
3,30,LP2,Los Punsetes,342,fb2fea7d-5312-449a-9945-9f0fafcc2e2d
3,31,Get Lost,The Magnetic Fields,342,03b6e965-f63c-45fe-9f37-20ed2521058e
3,32,Frank,Amy Winehouse,338,01b5ee99-0a8b-4496-8e5d-b5f395fd544c
3,33,PopArt - The Hits,Pet Shop Boys,337,02ab4279-3e4d-49e2-8bfa-9bcdb5856f8e
3,34,Rat Race,Najwa,335,95080a47-8537-404c-b38f-eb66c89d4a35
3,35,Cuatricromía,Fangoria,334,1249ba4d-6cc5-45f6-8f15-0e96d4a02df2
3,36,Tierra Trágalos,Klaus & Kinski,334,
3,37,La Dura Vida del Joven Rapero,Don Patricio,331,c6fe173c-0696-4b7d-b576-ddcbb18369e4
3,38,The Smell Of Our Own,The Hidden Cameras,329,429ff4d2-d65b-4541-b6ae-06112ecd6da5
3,39,Hard Candy,Madonna,326,109b1dfd-c482-48d3-bbf6-1484a378d9d2
3,40,Wolfgang Amadeus Phoenix,Phoenix,324,1d42add1-f7a8-44f4-b349-82c218a5ce78
3,41,Mylo Xyloto,Coldplay,317,08ffff44-2226-4f39-9fb7-559bf30d1729
3,42,Riot on an Empty Street,Kings of Convenience,315,20ed310c-85d6-4c31-b76f-e7285eef5cf4
3,43,Love is Dead,CHVRCHES,314,2f25e690-6d15-4a16-8030-53ef1584cd3c
3,44,Verbena,Algora,311,10d96f6f-b2ae-4184-9ad4-a96bc5546db6
3,45,Dancehall,The Blaze,308,8e276da6-b5b6-4c07-a212-fdeb9de891e4
3,46,Is This It,The Strokes,308,05f9032d-fda8-4ce6-99a5-fdd0fc8af8ee
3,47,xx,The xx,308,00f57286-fafc-4f09-8918-37bc19a53bc8
3,48,Folclore del rascacielos,Algora,304,2ff19aa3-5081-4ffe-b700-77455ab7ef09
3,49,Recto Verso,Paradis,303,57504ed8-0bdb-4ecb-92b5-e07a190ea283
3,50,Realism,The Magnetic Fields,303,28e32c71-1450-463e-92bf-e0a46446fc11
4,1,Darin,Darin,1904,1d46f71c-1a4f-440d-ae62-ff228ead3e0d
4,2,The Anthem,Darin,1520,3aba02f9-7a08-4924-b23d-44723daa3121
4,3,Unapologetic,Rihanna,1226,0219cdbf-7825-47ec-b0c3-903983672762
4,4,A Little Bit Longer,Jonas Brothers,989,2b62089c-5753-4355-b44a-ffe190dfa730
4,5,Talk That Talk (Deluxe Edition),Rihanna,973,
4,6,Fortune (Deluxe Version),Chris Brown,804,
4,7,The Fame Monster,Lady Gaga,797,03d07b56-a820-4f42-8108-107b13319205
4,8,Rated R,Rihanna,648,0a4207a5-aaa3-4466-af1e-824efbadb8a5
4,9,Songs About Jane,Maroon 5,581,00e79a61-3afe-4e52-a9c2-10b8c634fb12
4,10,ORA (Deluxe Version),Rita Ora,544,
4,11,Motion in the Ocean,McFly,534,67db7446-023c-482c-881d-90501a6637a1
4,12,"Lines, Vines & Trying Times",Jonas Brothers,516,
4,13,The Fame,Lady Gaga,450,0a6ef405-3d52-4cec-90cc-da63a4cc83e7
4,14,Unapologetic (Deluxe Version),Rihanna,443,
4,15,Animal,Ke$ha,436,19e222f2-e35e-43ab-97ed-6218521acc7b
4,16,Femme Fatale,Britney Spears,433,0af722e2-e670-4e3b-befa-af2340db15f3
4,17,Breakout,Miley Cyrus,430,15cab300-6cca-4321-a71e-ec5d7186a384
4,18,Can't Be Tamed,Miley Cyrus,421,00672883-e96c-4b31-bf1d-5e33a8e51d9d
4,19,לילה כיום יאיר,אביתר בנאי,415,
4,20,Loud,Rihanna,407,188339dd-e99f-4096-8e92-b9423e5c698c
4,21,Turn It Up,Pixie Lott,380,1100bec9-0701-4ae2-909d-c30bef07752c
4,22,It Won't Be Soon Before Long,Maroon 5,369,03f96a62-44ba-4d84-b4b0-a1718e1aedef
4,23,3 Words,Cheryl Cole,352,1427e66d-344e-4220-99ee-82261f82dfaf
4,24,Jordin Sparks,Jordin Sparks,336,0f46dc79-0299-3e53-b5e3-ecd91471b922
4,25,The Heart of Everything,Within Temptation,335,01cbe1bf-d442-478f-b18b-3678441d54db
4,26,Born This Way,Lady Gaga,313,0371b43b-2f83-486a-835e-eff8fdd50c75
4,27,Room on the 3rd Floor,McFly,300,62bc8eb7-7151-4b92-9077-26a3c0b6743d
4,28,F.A.M.E,Chris Brown,298,
4,29,Heartless (American Idol Studio Version) - Single,Kris Allen,294,
4,30,The Secret Life of,The Veronicas,285,
4,31,Spirit,Leona Lewis,261,102d202a-2ea9-471a-9116-fe32d72db35e
4,32,Rockferry,Duffy,248,12b49720-3030-3736-8087-b81242ccc8e2
4,33,Camp Rock 2: The Final Jam,Demi Lovato & Joe Jonas,246,
4,34,A Fever You Can't Sweat Out,Panic! at the Disco,240,1a4521f4-11f8-48e1-b738-d9b221094ff2
4,35,"Glee: The Music, The Power of Madonna",Glee Cast,238,586e4e8d-052d-4eb3-bb57-6579583bd869
4,36,בדיוק בזמן,דודו טסה,231,
4,37,Wonderland,McFly,226,62092003-2619-41a4-9795-e77c0625dc03
4,38,The Dutchess,Fergie,209,028388ff-2e86-4a86-ae46-9258fb3facbe
4,39,Just My Luck,McFly,208,261d9f29-1c1f-47c1-a631-6e213b74a084
4,40,A Year Without Rain (Deluxe Edition),Selena Gomez & the Scene,205,
4,41,Heart Attack - Single,Demi Lovato,203,
4,42,Do It Like a Dude - Single,Jessie J,201,
4,43,Glassheart,Leona Lewis,201,12237b60-7f51-49af-be2c-34834658177a
4,44,Demi,Demi Lovato,198,0b507d2f-7c05-4572-9627-016c9f5334d7
4,45,Don't Forget,Demi Lovato,197,5f692f62-36ba-47ab-89fc-f8c450a49425
4,46,Carnival Ride,Carrie Underwood,190,02bfef8f-1aaa-4478-9443-d37bfe82af23
4,47,Messy Little Raindrops,Cheryl Cole,189,31f5ba07-648c-42a1-a5f4-33248a9c01c6
4,48,Lola CD,דודו טסה,187,
4,49,Hands All Over (Deluxe Edition),Maroon 5,182,
4,50,American Idol Season 8: Disco Fever,Adam Lambert,180,
5,1,Have One on Me,Joanna Newsom,1140,58a1015b-b297-415e-9581-f889a0e668eb
5,2,"For Emma, Forever Ago",Bon Iver,1010,0270cde6-6b5b-31fa-b04b-d8b68ff612d4
5,3,Ys,Joanna Newsom,907,105074a4-aebc-4c64-bb11-24338b7ff14d
5,4,Transfiguration of Vincent,M. Ward,901,16e6a5a5-c9f3-4fea-83f4-e90b87d662ed
5,5,Doolittle,Pixies,677,23110964-78bd-3b19-80e4-e99ef96f79cb
5,6,The Milk-Eyed Mender,Joanna Newsom,667,6a0cb8fc-f47c-4c74-b638-2d5a0a014294
5,7,Little Joy,Little Joy,663,c2111aeb-1666-4b3d-9ba9-50e7f66c5de0
5,8,It's Blitz!,Yeah Yeah Yeahs,546,0c9c9da7-5f73-4ba3-a115-d64c73395892
5,9,Fever Ray,Fever Ray,527,0672119e-e919-320d-be20-b47388891d93
5,10,Funeral,Arcade Fire,519,03b85a26-fadd-3441-ad4e-064fbd7d41a6
5,11,Fleet Foxes,Fleet Foxes,506,47862230-f810-361c-838a-a1faf043ae95
5,12,The Fame Monster,Lady Gaga,459,03d07b56-a820-4f42-8108-107b13319205
5,13,Friendly Fires,Friendly Fires,456,06e6d365-3b74-4e85-9a4b-44439b777256
5,14,Discovery,Daft Punk,425,098060d4-ba3c-469d-88b0-08642261c7ab
5,15,Chutes Too Narrow,The Shins,422,1adc36f3-5d4d-4e8f-85e3-c09b6df65607
5,16,JAM!,Theophilus London,415,c5473783-d6c1-4c39-8640-c1580c297ec4
5,17,Experience Hendrix: The Best of Jimi Hendrix,Jimi Hendrix,411,423f4271-93fb-4319-9193-8baa2dc110dc
5,18,Infinite Arms,Band of Horses,408,046d996d-e82a-3ad9-a550-4e903ce6f3bc
5,19,Lungs,Florence + the Machine,407,0add3f70-4fde-40ba-a44a-c28c70ceb755
5,20,Total Life Forever,Foals,390,07012cce-cceb-4fd1-87cf-7794d8d4decd
5,21,Merriweather Post Pavilion,Animal Collective,383,1e21a9c3-d787-3348-accf-3af583ef43f6
5,22,xx,The xx,378,00f57286-fafc-4f09-8918-37bc19a53bc8
5,23,Wincing the Night Away,The Shins,376,34abb4ae-4d37-4d7d-9818-e3c39b5b203b
5,24,Illinois,Sufjan Stevens,368,066ea5e6-957e-3153-8c61-527bd475888d
5,25,All Hour Cymbals,Yeasayer,367,55318661-9673-4bab-91cf-421c84b8701f
5,26,Blood Bank,Bon Iver,363,045bd22e-b181-4b67-8fda-dbb47a66cef6
5,27,Forty Licks [Disc 1],The Rolling Stones,359,
5,28,Set Yourself on Fire,Stars,357,02b4956c-2013-4ceb-af6d-a0edd87b94b9
5,29,We Can Create,Maps,355,0dc68bb9-5f1d-4ace-bbc8-16ebf0773536
5,30,Oracular Spectacular,MGMT,352,25a366e1-24fc-4e4a-a4d7-3370cb662568
5,31,Jukebox,Cat Power,349,472ab586-be69-4bdb-8f90-af1d25e754a6
5,32,The Velvet Underground & Nico,The Velvet Underground,344,
5,33,Life of Leisure,Washed Out,341,20fc2ec8-d864-3001-8cc2-e9ed4fac11fa
5,34,†,Justice,339,
5,35,Kid A,Radiohead,325,080ad926-7a4e-4399-b7df-0cc1b6ef841c
5,36,Santogold,Santigold,314,0a95511b-8604-3e06-bede-e08c5b8d247d
5,37,Wall Of Arms,The Maccabees,314,1267f10e-6994-3f50-8809-e46ffda45486
5,38,Antidotes,Foals,310,064cb424-242e-47ab-a57e-6883e1404d03
5,39,The Best of Jefferson Airplane,Jefferson Airplane,303,60e4862d-a678-499c-96ce-7b84c73f9d42
5,40,Ágætis byrjun,Sigur Rós,302,0041638d-a5fc-3449-91e8-878b48d81815
5,41,Volume One,She & Him,301,90964783-d1e9-4a06-9254-764f9ac91911
5,42,Neon Bible,Arcade Fire,299,195cd38b-3dc3-3290-8a13-22158107de56
5,43,Vampire Weekend,Vampire Weekend,299,1884d632-23db-4a5a-bc0e-f57fa0f27405
5,44,Begin to Hope,Regina Spektor,297,49999034-533d-3ab6-9081-4077cc14ff3f
5,45,Hold Time,M. Ward,284,09941147-6845-43a4-bbff-a5168f8137c5
5,46,Space Is Only Noise,Nicolas Jaar,271,48a9aa5b-ac83-4c6b-b3b8-270101319cb3
5,47,Back to Black,Amy Winehouse,264,0164ea1e-5587-4396-ac9d-8611f608b2da
5,48,If You're Feeling Sinister,Belle and Sebastian,264,110a69d8-dee9-37c8-958f-4144094bcb37
5,49,Chunk of Change [EP],Passion Pit,264,
5,50,Show Your Bones,Yeah Yeah Yeahs,263,045227a6-3623-4b48-b1c8-a46ba8edad40
6,1,Since We Last Spoke,RJD2,162,1c2c3da9-2adb-36dc-ab99-55af20b3ad09
6,2,Moon Safari,Air,120,00946eac-75d5-3a44-ba92-735cc38583bb
6,3,The Best of Sade,Sade,110,11070dd5-5c3c-4c33-94ed-8c68334d5fe3
6,4,Secret House Against the World,Buck 65,106,647bd8ee-eda3-4bb2-91d0-ce8383034a82
6,5,A Piece of Strange,CunninLynguists,104,063a9776-fb82-46ef-946d-33ea4653df9f
6,6,Hell's Winter,Cage,92,16f30b97-c0ad-4a1f-b5fd-e1b5dfa140d9
6,7,St. Elsewhere,Gnarls Barkley,79,0260109d-aabe-4c6b-9e33-2b028e42726f
6,8,Music for Films,Goran Bregović,78,
6,9,Dead Ringer,RJD2,72,
6,10,All World: Greatest Hits,LL Cool J,70,
6,11,Soundboy Rock,Groove Armada,69,02814ccf-042f-47ac-acd0-36a5855d783f
6,12,Ten New Songs,Leonard Cohen,67,14d4301c-f1ef-4169-a5fb-dfc9c869eacd
6,13,Talk That Talk,Rihanna,63,1488d974-6b32-4bbb-8f50-c90d268c7c02
6,14,God Loves Ugly,Atmosphere,62,64bed0a9-3f81-4a2b-b471-5985eb3c8487
6,15,Beauty and the Beat,Edan,59,160bdd1b-9fdf-3ade-80e1-5406a29d6ef2
6,16,A Fever You Can't Sweat Out,Panic! at the Disco,57,1a4521f4-11f8-48e1-b738-d9b221094ff2
6,17,Silent Shout,The Knife,52,036aab13-b548-31a6-991b-42ebdc3165ff
6,18,Overtones,Just Jack,48,28f37472-668e-3fc3-a2b9-425c86a85a90
6,19,Good Girl Gone Bad,Rihanna,47,0d44e01a-0f8e-3733-81ea-52055a515e08
6,20,Cafe Del Mar 7,Moby,45,
6,21,Back to Black,Amy Winehouse,44,0164ea1e-5587-4396-ac9d-8611f608b2da
6,22,Meds,Placebo,41,0198aa84-9a91-339a-9f0d-bc07cb6f47cd
6,23,Things Fall Apart,The Roots,35,1a3422a3-bedc-3c7a-a984-b0fd51c0e5ec
6,24,Govedina,Beogradski Sindikat,34,7b762886-c8ee-4e36-afe4-52b1726098e5
6,25,Elvis: 30 #1 Hits,Elvis Presley,33,
6,26,La Roux,La Roux,33,0d5a5b04-7444-467f-bc74-ffc51ac0e6f3
6,27,Nouvelle Vague,Nouvelle Vague,33,154f7008-efe8-3435-b3a1-4e39f163bb5d
6,28,Robyn,Robyn,33,2a98558b-8ed1-48f6-959f-83a06ebc0d2c
6,29,Lord Quas Bootleg Reloaded,Quasimoto,32,acf43636-85ee-42d1-bdaf-4e58e9890b94
6,30,The Virgin Suicides,Air,31,0cfa9e94-3360-30b3-acc8-d3d1db979756
6,31,Frank,Amy Winehouse,30,01b5ee99-0a8b-4496-8e5d-b5f395fd544c
6,32,A Weekend In the City,Bloc Party,30,07838531-c777-433f-b495-b1d92fac1bc7
6,33,Rockferry,Duffy,28,12b49720-3030-3736-8087-b81242ccc8e2
6,34,Putumayo Presents: Gypsy Caravan,Various Artists,26,
6,35,The Mouse & The Mask,DANGERDOOM,25,a8185e3b-47fe-4fd0-a567-167bf3423386
6,36,Tanto Tempo Remixes,Bebel Gilberto,24,5844630d-23f8-4f07-804a-2588ce15b1fd
6,37,Gold: Greatest Hits,ABBA,23,06a04b36-4717-33fd-abb6-cb97f0d41356
6,38,This Right Here Is,Buck 65,23,
6,39,Demon Days,Gorillaz,22,0380808d-2211-4869-a287-cc94e0d18162
6,40,Hard Candy,Madonna,22,109b1dfd-c482-48d3-bbf6-1484a378d9d2
6,41,Sad Sappy Sucker,Modest Mouse,22,628e537d-1602-48b4-82f5-8aadce51df09
6,42,Lovers Rock/Lovers Live [CD & DVD] Disc 1,Sade,21,
6,43,Talkie Walkie,Air,18,25d4d542-bbb8-4f8d-8572-692c6ceab44d
6,44,Murray's Revenge,Murs,18,1dd05c8b-62b9-4416-9fc4-fae523b20f98
6,45,Deep Cuts,The Knife,18,06a313ba-a888-31f6-8092-f49398667ef8
6,46,Bebel Gilberto,Bebel Gilberto,16,07236539-e722-43cd-bf1c-22a910092b55
6,47,Justified,Justin Timberlake,16,0be417db-246a-31d8-9e93-636b3ba464d6
6,48,Give me Fire!,Mando Diao,15,062eaaab-28f0-3921-9e5a-65e67316a1e9
6,49,Bande a Part,Nouvelle Vague,15,
6,50,Hold Your Colour,Pendulum,15,1ac17008-94d6-4364-bfeb-3e3a387092f1
7,1,Relaxation Storm,Selectrodynamic,4994,
7,2,Currents,Tame Impala,1057,031ecbde-35e1-4d3a-917f-f89f31aca1c9
7,3,Roosevelt,Roosevelt,927,1070cbb2-ad74-44ce-90a4-7fa1dfd8164e
7,4,Gelb ist das Feld,Bilderbuch,688,369cdad7-eacd-4fa0-a1ff-a523ccd3409c
7,5,Ladyhawke,Ladyhawke,569,07ac65f9-c3ea-4f40-bef1-8d958675f26c
7,6,Greatest Hits,Fleetwood Mac,487,06bda0d2-d082-46ef-a084-d65beaf3dfb0
7,7,Oracular Spectacular,MGMT,479,25a366e1-24fc-4e4a-a4d7-3370cb662568
7,8,Skying,The Horrors,434,fcb2858e-81e4-456f-a59e-d0d2e1b9919e
